,,,,,,,,,,,,
,,,,,,,,,,,,
County Name,Priority Area Number,Priority Area,Indicator Number,Indicator,Event Count/Rate, ,Percentage/Rate/Ratio,Lower Limit of 95% CI,Upper Limit of 95% CI,Data Comments,Data Years,Date Source
North Country,1,Component 1: Asthma Emergency Department Visits in New York State,ad2,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",200,"21,193",31.5,,,,2018-2020,SPARCS data as of August 2022
Tug Hill Seaway,1,Component 1: Asthma Emergency Department Visits in New York State,ad2,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",280,"21,410",43.6,,,,2018-2020,SPARCS data as of August 2022
Central NY,1,Component 1: Asthma Emergency Department Visits in New York State,ad2,"Asthma emergency department visit rate per 10,000 - aged 5-11 years","1,061","81,555",43.4,,,,2018-2020,SPARCS data as of August 2022
Southern Tier,1,Component 1: Asthma Emergency Department Visits in New York State,ad2,"Asthma emergency department visit rate per 10,000 - aged 5-11 years",363,"30,763",39.3,,,,2018-2020,SPARCS data as of August 2022
Finger Lakes,1,Component 1: Asthma Emergency Department Visits in New York State,ad2,"Asthma emergency department visit rate per 10,000 - aged 5-11 years","2,046","101,914",66.9,,,,2018-2020,SPARCS data as of August 2022
Western NY,1,Component 1: Asthma Emergency Department Visits in New York State,ad2,"Asthma emergency department visit rate per 10,000 - aged 5-11 years","2,175","118,305",61.3,,,,2018-2020,SPARCS data as of August 2022
New York State (excluding NYC),1,Component 1: Asthma Emergency Department Visits in New York State,ad2,"Asthma emergency department visit rate per 10,000 - aged 5-11 years","13,812","897,808",51.3,,,,2018-2020,SPARCS data as of August 2022
New York State,1,Component 1: Asthma Emergency Department Visits in New York State,ad2,"Asthma emergency department visit rate per 10,000 - aged 5-11 years","48,657","1,566,085",103.6,,,,2018-2020,SPARCS data as of August 2022
Albany,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",225,"19,385",38.7,,,,2018-2020,SPARCS data as of August 2022
Allegany,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",36,"3,384",35.5,,,,2018-2020,SPARCS data as of August 2022
Broome,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",109,"12,805",28.4,,,,2018-2020,SPARCS data as of August 2022
Cattaraugus,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",48,"5,985",26.7,,,,2018-2020,SPARCS data as of August 2022
Cayuga,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",38,"5,389",23.5,,,,2018-2020,SPARCS data as of August 2022
Chautauqua,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",78,"9,100",28.6,,,,2018-2020,SPARCS data as of August 2022
Chemung,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",68,"6,193",36.6,,,,2018-2020,SPARCS data as of August 2022
Chenango,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",41,"3,520",38.8,,,,2018-2020,SPARCS data as of August 2022
Clinton,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",45,"4,886",30.7,,,,2018-2020,SPARCS data as of August 2022
Columbia,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",27,"3,994",22.5,,,,2018-2020,SPARCS data as of August 2022
Cortland,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",29,"3,255",29.7,,,,2018-2020,SPARCS data as of August 2022
Delaware,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",20,"2,729",24.4,,,,2018-2020,SPARCS data as of August 2022
Dutchess,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",192,"21,050",30.4,,,,2018-2020,SPARCS data as of August 2022
Erie,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",664,"64,798",34.2,,,,2018-2020,SPARCS data as of August 2022
Essex,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",32,"2,277",46.8,,,,2018-2020,SPARCS data as of August 2022
Franklin,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",18,"3,417",17.6,,,,2018-2020,SPARCS data as of August 2022
Fulton,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",57,"3,859",49.2,,,,2018-2020,SPARCS data as of August 2022
Genesee,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",32,"4,167",25.6,,,,2018-2020,SPARCS data as of August 2022
Greene,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",30,"2,787",35.9,,,,2018-2020,SPARCS data as of August 2022
Hamilton,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",s,244,.,,,Data Suppressed,2018-2020,SPARCS data as of August 2022
Herkimer,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",24,"4,585",17.4,,,,2018-2020,SPARCS data as of August 2022
Jefferson,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",92,"7,712",39.8,,,,2018-2020,SPARCS data as of August 2022
Lewis,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",10,"2,108",15.8,,,,2018-2020,SPARCS data as of August 2022
Livingston,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",13,"4,110",10.5,,,,2018-2020,SPARCS data as of August 2022
Madison,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",31,"4,952",20.9,,,,2018-2020,SPARCS data as of August 2022
Monroe,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",708,"53,726",43.9,,,,2018-2020,SPARCS data as of August 2022
Montgomery,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",69,"3,886",59.2,,,,2018-2020,SPARCS data as of August 2022
Nassau,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",674,"104,679",21.5,,,,2018-2020,SPARCS data as of August 2022
Niagara,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",163,"14,805",36.7,,,,2018-2020,SPARCS data as of August 2022
Oneida,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",108,"16,581",21.7,,,,2018-2020,SPARCS data as of August 2022
Onondaga,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",283,"33,908",27.8,,,,2018-2020,SPARCS data as of August 2022
Ontario,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",33,"8,089",13.6,,,,2018-2020,SPARCS data as of August 2022
Orange,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",383,"34,369",37.1,,,,2018-2020,SPARCS data as of August 2022
Orleans,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",16,"2,873",18.6,,,,2018-2020,SPARCS data as of August 2022
Oswego,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",42,"8,799",15.9,,,,2018-2020,SPARCS data as of August 2022
Otsego,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",15,"3,353",14.9,,,,2018-2020,SPARCS data as of August 2022
Putnam,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",54,"7,816",23,,,,2018-2020,SPARCS data as of August 2022
Rensselaer,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",52,"10,717",16.2,,,,2018-2020,SPARCS data as of August 2022
Rockland,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",174,"30,431",19.1,,,,2018-2020,SPARCS data as of August 2022
St. Lawrence,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",92,"7,753",39.6,,,,2018-2020,SPARCS data as of August 2022
Saratoga,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",36,"16,525",7.3,,,,2018-2020,SPARCS data as of August 2022
Schenectady,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",107,"11,452",31.1,,,,2018-2020,SPARCS data as of August 2022
Schoharie,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",10,"1,998",16.7,,,,2018-2020,SPARCS data as of August 2022
Schuyler,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",8,"1,197",22.3,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Seneca,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",16,"2,415",22.1,,,,2018-2020,SPARCS data as of August 2022
Steuben,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",34,"7,289",15.5,,,,2018-2020,SPARCS data as of August 2022
Suffolk,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",877,"115,923",25.2,,,,2018-2020,SPARCS data as of August 2022
Sullivan,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",76,"5,483",46.2,,,,2018-2020,SPARCS data as of August 2022
Tioga,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",22,"3,806",19.3,,,,2018-2020,SPARCS data as of August 2022
Tompkins,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",35,"5,262",22.2,,,,2018-2020,SPARCS data as of August 2022
Ulster,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",125,"11,534",36.1,,,,2018-2020,SPARCS data as of August 2022
Warren,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",28,"4,314",21.6,,,,2018-2020,SPARCS data as of August 2022
Washington,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",24,"4,156",19.2,,,,2018-2020,SPARCS data as of August 2022
Wayne,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",39,"6,726",19.3,,,,2018-2020,SPARCS data as of August 2022
Westchester,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",838,"76,840",36.4,,,,2018-2020,SPARCS data as of August 2022
Wyoming,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",16,"2,695",19.8,,,,2018-2020,SPARCS data as of August 2022
Yates,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years",8,"1,830",14.6,,,Unstable Estimate,2018-2020,SPARCS data as of August 2022
Bronx,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years","5,131","113,806",150.3,,,,2018-2020,SPARCS data as of August 2022
Kings,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years","4,226","175,503",80.3,,,,2018-2020,SPARCS data as of August 2022
New York,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years","2,167","67,741",106.6,,,,2018-2020,SPARCS data as of August 2022
Queens,1,Component 1: Asthma Emergency Department Visits in New York State,ad3,"Asthma emergency department visit rate per 10,000 - aged 12-17 years","2,344","142,336",54.9,,,,2018-2020,SPARCS data as of August 2022
